iter	Passed	Remaining
1663	37182	7507
1664	37203	7485
1665	37226	7463
1666	37248	7440
1667	37271	7418
1668	37293	7396
1669	37315	7373
1670	37336	7351
1671	37358	7328
1672	37380	7306
1673	37401	7283
1674	37423	7261
1675	37446	7239
1676	37473	7217
1677	37496	7195
1678	37519	7173
1679	37544	7151
1680	37568	7129
1681	37599	7108
1682	37623	7086
1683	37647	7064
1684	37670	7042
1685	37696	7020
1686	37720	6998
1687	37744	6976
1688	37767	6954
1689	37791	6932
1690	37814	6909
1691	37837	6887
1692	37860	6865
1693	37883	6843
1694	37905	6820
1695	37928	6798
1696	37951	6776
1697	37975	6754
1698	37998	6731
1699	38054	6715
1700	38075	6692
1701	38097	6670
1702	38119	6648
1703	38142	6625
1704	38177	6605
1705	38217	6586
1706	38259	6567
1707	38282	6544
1708	38306	6522
1709	38328	6500
1710	38353	6478
1711	38377	6455
1712	38400	6433
1713	38421	6411
1714	38444	6388
1715	38466	6366
1716	38490	6344
1717	38511	6321
1718	38533	6298
1719	38554	6276
1720	38576	6253
1721	38598	6231
1722	38621	6208
1723	38648	6187
1724	38670	6164
1725	38692	6142
1726	38715	6120
