iter	Logloss
1512	0.2661608857
1513	0.2660811288
1514	0.2660638359
1515	0.2659662674
1516	0.2658915097
1517	0.2658168918
1518	0.2657091745
1519	0.2656180872
1520	0.2655474912
1521	0.2654115635
1522	0.2653859152
1523	0.2652229453
1524	0.2650871691
1525	0.2650668785
1526	0.2650066856
1527	0.2649155082
1528	0.264894877
1529	0.2648019655
1530	0.2646673324
1531	0.2646177604
1532	0.2645133527
1533	0.264464513
1534	0.264407864
1535	0.2643663349
1536	0.2643083604
1537	0.2642146496
1538	0.2640133666
1539	0.2638798539
1540	0.2638069063
1541	0.2637768085
1542	0.2636776069
1543	0.2635736813
1544	0.2634413285
1545	0.2633004484
1546	0.263219851
1547	0.2632139033
1548	0.2630174066
1549	0.2629406791
1550	0.2628934707
1551	0.262797666
1552	0.2626977928
1553	0.2626182499
1554	0.2625681436
1555	0.2625215939
1556	0.2624831095
1557	0.2624467097
1558	0.2623738044
1559	0.2622887216
1560	0.2621680507
1561	0.2619548863
1562	0.261784451
1563	0.2617441399
1564	0.261706211
1565	0.2615299528
1566	0.2614976061
1567	0.2614015017
1568	0.2613622424
1569	0.2612547664
1570	0.2612385152
1571	0.2612005305
1572	0.2611166606
1573	0.2609715873
1574	0.2609270165
1575	0.2609227593
1576	0.2608937853
1577	0.2608280447
1578	0.2608213551
1579	0.2607949716
1580	0.2607696211
1581	0.2607188007
1582	0.2606342726
1583	0.260587107
1584	0.2605548698
1585	0.2604597033
1586	0.2604049953
1587	0.2603348761
1588	0.2602391385
1589	0.2601509136
1590	0.2601156655
1591	0.2599999155
1592	0.2599386612
1593	0.2597993841
1594	0.2596532677
1595	0.2595726711
1596	0.259475274
1597	0.2594202009
1598	0.2593871081
1599	0.2592949646
1600	0.2592129896
1601	0.2591866564
1602	0.2591080038
1603	0.2590310723
1604	0.2590154916
1605	0.2589040166
1606	0.2588358421
1607	0.2587170806
1608	0.2586474874
1609	0.2585568309
1610	0.2584893083
1611	0.2584521432
1612	0.2584021691
1613	0.2582569817
1614	0.2581714598
1615	0.2580327374
1616	0.2579643815
1617	0.257900526
1618	0.2578130118
1619	0.2576681545
1620	0.2575433652
1621	0.2575186176
1622	0.2574524415
1623	0.2573920882
1624	0.2572646051
1625	0.2572196517
1626	0.2570467211
1627	0.2569831126
1628	0.2569109362
1629	0.2568464896
1630	0.2567740895
1631	0.256746223
1632	0.2566294433
1633	0.2565657205
1634	0.2565333714
1635	0.2564671498
1636	0.2564043662
1637	0.2563202512
1638	0.2562729722
1639	0.2562184137
1640	0.2560914819
1641	0.2559055226
1642	0.2558470521
1643	0.2557132339
1644	0.255648954
1645	0.2555501512
1646	0.2554817323
1647	0.2554203129
1648	0.2553876686
1649	0.2553140753
1650	0.2552195386
1651	0.2551054443
1652	0.255093576
1653	0.255041359
1654	0.2549893369
1655	0.254949049
1656	0.2548999712
1657	0.2548209751
1658	0.2547218173
1659	0.2546995729
1660	0.2546663012
1661	0.2546486709
1662	0.2545382398
1663	0.2544614036
1664	0.2543727487
1665	0.2543021826
1666	0.2542044162
1667	0.2541231282
1668	0.2539767249
1669	0.2538827105
1670	0.2538367285
1671	0.2537553728
1672	0.2536457454
1673	0.2535879305
1674	0.2535275467
1675	0.2534147904
1676	0.2533530695
1677	0.2532491261
1678	0.2532032275
1679	0.2531291404
1680	0.2530388814
1681	0.2529986766
1682	0.2529477097
1683	0.2528929867
1684	0.2527816663
1685	0.2526337607
1686	0.2525461651
1687	0.2524980748
1688	0.2524113973
1689	0.25227875
1690	0.2522259994
1691	0.2521856207
1692	0.2520483604
1693	0.252005465
1694	0.2519351358
1695	0.2518438813
1696	0.2517684214
1697	0.2516341882
1698	0.2516076427
1699	0.2514838798
1700	0.2514151198
1701	0.251284878
1702	0.2512558294
1703	0.251179026
1704	0.2510632947
1705	0.2509961907
1706	0.2509069732
1707	0.2508608017
1708	0.2508003383
1709	0.2507108166
1710	0.2506475812
1711	0.2506214484
1712	0.2505178303
1713	0.2503129547
1714	0.2501852251
1715	0.2501440072
1716	0.2499747847
1717	0.2499346428
1718	0.2498216414
1719	0.2497950058
1720	0.2497447259
1721	0.2497375099
1722	0.2497132361
1723	0.2496922261
1724	0.2495730182
1725	0.2495348669
1726	0.2494592957
