iter	Logloss
233	0.4210543479
234	0.4210061062
235	0.4208725277
236	0.4207149987
237	0.4203656471
238	0.4202177282
239	0.4199564616
240	0.4198838064
241	0.4194917315
242	0.4194298696
243	0.4191079721
244	0.4190215327
245	0.4189419145
246	0.4184630034
247	0.4180778496
248	0.4178162019
249	0.4176665418
250	0.4173805202
251	0.4173645937
252	0.4172729214
253	0.4171654874
254	0.4170501402
255	0.4168157623
256	0.4166483442
257	0.4163824239
258	0.4162167578
259	0.4159647696
260	0.4157723074
261	0.4155738847
262	0.4154171241
263	0.4152344433
264	0.4150691701
265	0.4148125558
266	0.4147893806
267	0.4145517054
268	0.4144379084
269	0.4142650392
270	0.4140100537
271	0.4138176639
272	0.4137263853
273	0.4135608254
274	0.4132798137
275	0.413093085
276	0.413044746
277	0.4128768371
278	0.4127543146
279	0.4126344563
280	0.4125498827
281	0.412359056
282	0.4122613317
283	0.4120630721
284	0.4118938923
285	0.4117081049
286	0.4116263214
287	0.4113691485
288	0.4112105126
289	0.4111966666
290	0.4110215754
291	0.4109090915
292	0.4108144716
293	0.4106797747
294	0.4105423739
295	0.4104025179
296	0.4101361689
297	0.4099735441
298	0.4097361418
299	0.4096349273
300	0.4095148694
301	0.4093827243
302	0.4093415159
303	0.4091264377
304	0.4091018921
305	0.4088785616
306	0.4086503031
307	0.4083422737
308	0.4081711213
309	0.4080176042
310	0.4078831869
311	0.4075893115
312	0.4075124439
313	0.4074164055
314	0.4073703939
315	0.4072870661
316	0.4071934351
317	0.4071283703
318	0.40692833
319	0.4068063632
320	0.4068058814
321	0.4066831358
322	0.4065352408
323	0.4063787813
324	0.4063054547
325	0.405988731
326	0.4057417047
327	0.4057401893
328	0.4055558659
329	0.405435169
330	0.4052642526
331	0.4049889672
332	0.4046859763
333	0.4045961097
334	0.4045383957
335	0.4045198841
336	0.4044172524
337	0.4041633453
338	0.4039548606
339	0.4038613654
340	0.4037616986
341	0.4036687871
342	0.4035642358
343	0.403114904
344	0.4030204485
345	0.4029475811
346	0.4026066257
347	0.4024872561
348	0.4024518819
349	0.4022818845
350	0.4020454261
351	0.4019481533
352	0.4018572019
353	0.4016503248
354	0.4016423114
355	0.4013444111
356	0.4012858378
357	0.401131137
358	0.4010055999
359	0.4008408527
360	0.4006477558
361	0.4005159257
362	0.4003973699
363	0.400176737
364	0.4000800971
365	0.3999642405
366	0.3999541035
367	0.3998126575
368	0.3997190877
369	0.3995713222
370	0.3994775944
371	0.3993818928
372	0.3992264958
373	0.3990857035
374	0.3987378925
375	0.3984486111
376	0.3982664793
377	0.3980726176
378	0.3977048263
379	0.3975458396
380	0.3974322157
381	0.3972698064
382	0.3970816952
383	0.3970669542
384	0.39703038
385	0.3968896396
386	0.3965824361
387	0.3965268118
388	0.3964392534
389	0.3964058053
390	0.3962909346
391	0.3962737617
392	0.3960477273
393	0.3957969839
394	0.3956146186
395	0.3955159852
396	0.3954060462
397	0.3954060031
398	0.3952841003
399	0.3952798426
400	0.3952692006
401	0.3952314203
402	0.3951841422
403	0.3951592861
404	0.3950379345
405	0.3950201285
406	0.3948569013
407	0.3947475137
408	0.3946859534
409	0.3946252953
410	0.3945862616
411	0.3945542492
412	0.394421745
413	0.3943405527
414	0.3942800839
415	0.3942191028
416	0.3941173077
417	0.3940223011
418	0.3939313294
419	0.3938424324
420	0.393638169
421	0.3936381665
422	0.3933987937
423	0.3933466245
424	0.3930883139
425	0.3929040991
426	0.3928521739
427	0.392587696
428	0.3924906525
429	0.3923375768
430	0.3922412584
431	0.3921922162
432	0.3921075036
433	0.3919907296
434	0.3919760273
435	0.3917657105
436	0.3916033096
437	0.3913569716
438	0.391183429
439	0.3910150903
440	0.3910150869
441	0.3909623231
442	0.3908109492
443	0.3905535822
444	0.3904264105
445	0.3902777684
446	0.3902748306
447	0.3901047387
448	0.3900757232
449	0.3897001504
450	0.3896415727
451	0.3895775093
452	0.3895103037
453	0.3894108775
454	0.3893486365
455	0.3891052908
456	0.3889000944
457	0.3887139603
458	0.3884686715
459	0.3884440588
460	0.3882654759
461	0.3880908204
462	0.388065546
463	0.3878649747
464	0.3877903583
465	0.3877239439
466	0.3875447002
467	0.3874819078
468	0.3874572326
469	0.3872593029
470	0.3871627179
471	0.3870632042
472	0.3868609184
473	0.3867788205
474	0.3866968579
475	0.3866601505
476	0.3865405297
477	0.3864482606
478	0.3864027729
479	0.386160372
480	0.3860880419
481	0.385942664
482	0.3857241763
483	0.3856334649
484	0.3855045771
485	0.3853329146
486	0.3852907469
487	0.3852907462
488	0.3851552684
489	0.3850208136
490	0.3850208135
491	0.3849027391
492	0.3845650357
493	0.3845180184
494	0.3843564812
495	0.3843564811
496	0.3842654007
497	0.384141879
498	0.3839338317
499	0.3839329751
500	0.3837520406
501	0.3837431507
502	0.3836408625
503	0.3835409305
504	0.3833551946
505	0.3832769421
506	0.3832302711
507	0.3830648115
508	0.3830248947
509	0.38293738
510	0.3828933449
511	0.382831634
512	0.3827126168
513	0.3824991786
514	0.3822172997
515	0.3821746217
516	0.382101496
517	0.3820506299
518	0.3819645317
519	0.3819062971
520	0.3818856205
521	0.3818141241
522	0.3817200346
523	0.3816477417
524	0.3813974405
525	0.3813539921
526	0.381202889
527	0.3811509352
528	0.381067809
529	0.3807555937
530	0.3807102529
531	0.380563675
532	0.380421049
533	0.3804131204
534	0.3802317223
535	0.3801892474
536	0.379743414
537	0.3797194591
538	0.3795205787
539	0.379516838
540	0.3794796568
541	0.3794401529
542	0.3793348355
543	0.3791788188
544	0.3788341425
545	0.3787892127
546	0.3787459882
547	0.3787219187
548	0.3785749165
549	0.3783821969
550	0.3782001179
551	0.3780982987
552	0.3780514959
553	0.377885998
554	0.3778641911
555	0.3778219999
556	0.3777792135
557	0.3776814121
558	0.3774172008
559	0.3773290146
560	0.3772502865
561	0.3772502856
562	0.3771514566
563	0.3769250431
564	0.3768948007
565	0.3768602048
566	0.3767812351
567	0.3766119374
568	0.3764493377
569	0.37640812
570	0.3762996769
571	0.3760556045
572	0.3759364128
573	0.3757981632
574	0.3757930126
575	0.3757449737
576	0.3757271702
577	0.3755506691
578	0.3754796689
579	0.3754280397
580	0.3754280358
581	0.375388295
582	0.3753371107
583	0.375039071
584	0.3750278356
585	0.375025017
586	0.3748800225
587	0.3746766006
588	0.3745719204
589	0.3744620488
590	0.3744620461
591	0.3742480478
592	0.3741736024
593	0.3741385966
594	0.3739100813
595	0.3738398082
596	0.373600356
597	0.3735010797
598	0.3733298321
599	0.3731627127
600	0.3731145862
601	0.3729968846
602	0.3729259999
603	0.3728910922
604	0.3727856318
605	0.3727007259
606	0.372645549
607	0.3726455402
608	0.3725651475
609	0.3723414154
610	0.3722056985
611	0.3721722571
612	0.37183589
613	0.3718000878
614	0.3716778139
615	0.3716577452
616	0.3714897754
617	0.3714183004
618	0.3711782036
619	0.3711348222
620	0.3710558109
621	0.370889042
622	0.3707711288
623	0.37066077
624	0.3706607694
625	0.3706607687
626	0.3705425754
627	0.3704314532
628	0.3703469451
629	0.3702737029
630	0.3702425142
631	0.370139944
632	0.3700072342
633	0.3699180826
634	0.3698220186
635	0.3697618659
636	0.3697257226
637	0.3695874072
638	0.3695051182
639	0.3693083747
640	0.3692517499
641	0.3692421645
642	0.3692129044
643	0.3690462275
644	0.3690345183
645	0.368815425
646	0.3687436374
647	0.368586381
648	0.3685841238
649	0.3682374944
650	0.3680771058
651	0.3679937584
652	0.3679126758
653	0.3678928934
654	0.3677961141
655	0.3677281921
656	0.3675640056
657	0.3675121201
658	0.367462799
659	0.3673441237
660	0.3672868557
661	0.3671583436
662	0.3670113476
663	0.3667879887
664	0.3666607053
665	0.3665726357
666	0.366444388
667	0.3663424049
668	0.3661627593
669	0.366131447
670	0.3659590623
671	0.3659053384
672	0.3657562091
673	0.3656710554
674	0.3655861969
675	0.3653553436
676	0.3652632758
677	0.3651177803
678	0.3650019042
679	0.3648197087
680	0.364817163
681	0.3647249103
682	0.3645014892
683	0.3644011793
684	0.3643115232
685	0.3642455681
686	0.3641379701
687	0.3640544409
688	0.3639619441
689	0.3638604788
690	0.3638017955
691	0.363765652
692	0.3636052844
693	0.3634574274
694	0.3632964631
695	0.363190661
696	0.3630479118
697	0.3629013197
698	0.3628634531
699	0.3626836937
700	0.3625596519
701	0.3623923078
702	0.3622626823
703	0.3621687608
704	0.3620994335
705	0.3620895456
706	0.3619392022
707	0.3617749692
708	0.3614697051
709	0.3613977284
710	0.3612603815
711	0.3609697386
712	0.3606628395
713	0.36055927
714	0.3604198139
715	0.3603298168
716	0.3601285119
717	0.3600004548
718	0.3599441546
719	0.3598984101
720	0.3597165316
721	0.3596782904
722	0.3595734343
723	0.3594472044
724	0.3592784251
725	0.3591361655
726	0.3589941073
727	0.3588841584
728	0.3587157453
729	0.3586318057
730	0.3584591091
731	0.358185981
732	0.357934051
733	0.3577677038
734	0.357547664
735	0.3575107638
736	0.3573087311
737	0.3571824111
738	0.3571168316
739	0.35699973
740	0.3568972982
741	0.3566294482
742	0.3564306087
743	0.3561986492
744	0.3560577312
745	0.3558556602
746	0.3557470399
747	0.3556145841
748	0.3555329
749	0.3554619685
750	0.3551784385
751	0.3550412069
752	0.3549413566
753	0.3548623296
754	0.3548019202
755	0.3547085894
756	0.3546164832
757	0.354443676
758	0.3543701583
759	0.354275305
760	0.3541495338
761	0.3539876459
762	0.3537068121
763	0.3535673911
764	0.3535201487
765	0.3535201413
766	0.3534772898
767	0.3533751543
768	0.3532933295
769	0.3532128058
770	0.3530294446
771	0.3529961581
772	0.3526358798
773	0.3525501585
774	0.3524510843
775	0.3523178275
776	0.3522580697
777	0.3521418205
778	0.3521070039
779	0.3519757868
780	0.3517899273
781	0.3515885024
782	0.3514329179
783	0.3513964516
784	0.3512145576
785	0.3510159627
786	0.3509352971
787	0.3507640715
788	0.3506221015
789	0.3505162738
790	0.3504559197
791	0.3503655784
792	0.3499489599
793	0.3497917875
794	0.3495600792
795	0.34940157
796	0.3492684564
797	0.3489816021
798	0.3487901519
799	0.3485227636
800	0.3481760059
801	0.3480309771
802	0.3479131173
803	0.3477645252
804	0.3475838355
805	0.347450204
806	0.3473826426
807	0.3472954872
808	0.3471435725
809	0.34704106
810	0.3468840996
811	0.3467751112
812	0.346600654
813	0.3465163263
814	0.3462177492
815	0.3460337251
816	0.3459828517
817	0.3459407896
818	0.3458215813
819	0.3457544147
820	0.3453794845
821	0.3452629733
822	0.3450322977
823	0.3449164492
824	0.3447394002
825	0.3444628592
826	0.3443892174
827	0.344130754
828	0.3440134465
829	0.3439157226
830	0.3438567802
831	0.3437648275
832	0.3437022313
833	0.3436413733
834	0.3435071452
835	0.3432996973
836	0.3432697312
837	0.3431445989
838	0.3430450306
839	0.3429720599
840	0.342802235
841	0.3427047899
842	0.3425633188
843	0.3424974671
844	0.3423640664
845	0.3421460066
846	0.3418189689
847	0.341603989
848	0.3414492446
849	0.3413287413
850	0.3409324362
851	0.3407216981
852	0.3405701142
853	0.3404199174
854	0.3403174634
855	0.340100903
856	0.3399864762
857	0.3399358172
858	0.3397913114
859	0.3395853066
860	0.3393221162
861	0.3392001019
862	0.3391414705
863	0.3391025136
864	0.3390072184
865	0.3388453369
866	0.3386866745
867	0.3385984224
868	0.3385399712
869	0.3384126227
870	0.3382962777
871	0.3382511292
872	0.3381686869
873	0.3380828602
874	0.337909079
875	0.3377335809
876	0.3376840046
877	0.3375801281
878	0.337526215
879	0.3374091284
880	0.3372928489
881	0.3371949018
882	0.337068883
883	0.3369586463
884	0.3367479121
885	0.3366877961
886	0.3363423012
887	0.3361473979
888	0.3358794555
889	0.3356352461
890	0.3354115687
891	0.3352678758
892	0.3349184687
893	0.334881417
894	0.3347741192
895	0.3345612573
896	0.3344026418
897	0.3342631678
898	0.3340639931
899	0.3339416488
900	0.3338873925
901	0.3337852252
902	0.3337142956
903	0.3335757784
904	0.333362605
905	0.333222972
906	0.3330586514
907	0.333011876
908	0.3329324073
909	0.332775418
910	0.3327388738
911	0.332612035
912	0.3325119177
913	0.3324216222
914	0.3324018342
915	0.3322518962
916	0.3320694521
917	0.3319237163
918	0.331711186
919	0.3315056177
920	0.3314738543
921	0.3314217785
922	0.3313427584
923	0.3312918367
924	0.3308785347
925	0.3307740454
926	0.3306489069
927	0.3305799548
928	0.3304373193
929	0.3303657877
930	0.3301172242
931	0.3298228128
932	0.3296469842
933	0.3295616914
934	0.3295190806
935	0.329146183
936	0.3289933676
937	0.328632814
938	0.3285547481
939	0.3283675147
940	0.3281876967
941	0.3280840301
942	0.32786969
943	0.3277385136
944	0.3275945306
945	0.3273827095
946	0.3273123479
947	0.3271938705
948	0.3271256993
949	0.3270238921
950	0.3269336712
951	0.3268205101
952	0.3266334567
953	0.3264291723
954	0.3263125377
955	0.3262077384
956	0.3260694865
957	0.3258706857
958	0.3256863761
959	0.325536374
960	0.3252844434
961	0.3252373973
962	0.3250953265
963	0.3250216132
964	0.324818368
965	0.324661521
966	0.3245345979
967	0.3244763615
968	0.3243496996
969	0.3240265963
970	0.323866602
971	0.3238359002
972	0.3235276091
973	0.3234775067
974	0.3234121776
975	0.3233315009
976	0.3232270647
977	0.3230886938
978	0.3229583304
979	0.3227403831
980	0.3226348817
981	0.3225331777
982	0.3223897462
983	0.3222540599
984	0.3221135449
985	0.3218708812
986	0.3216327265
987	0.3215700973
988	0.3212753085
989	0.3212217743
990	0.3211189059
991	0.3210310541
992	0.3209981492
993	0.3207107243
994	0.3205203438
995	0.3204023208
996	0.320340795
997	0.3202510425
998	0.3200243206
999	0.3198760438
1000	0.3197905661
1001	0.3196708729
1002	0.3195708131
1003	0.3194628112
1004	0.3192388383
1005	0.3190639158
1006	0.3189170551
1007	0.3188031182
1008	0.3185174811
1009	0.3184445102
1010	0.3183584976
1011	0.3182240624
1012	0.3180577528
1013	0.317957979
1014	0.3178882007
1015	0.3178060546
1016	0.3177106354
1017	0.3175733956
1018	0.3174794168
1019	0.3173340874
1020	0.317249801
1021	0.3172197037
1022	0.3170175291
1023	0.3169240604
1024	0.3168774016
1025	0.3166454016
1026	0.3165055445
1027	0.3162914533
1028	0.3161453521
1029	0.3160215102
1030	0.3158787066
1031	0.3158210394
1032	0.3157059625
1033	0.3155605512
1034	0.3154244353
1035	0.3152681107
1036	0.3151411886
1037	0.3148066278
1038	0.3145485536
1039	0.3143895543
1040	0.314329723
1041	0.3141399339
1042	0.3140372547
1043	0.3139639125
1044	0.3138801932
1045	0.3137158588
1046	0.3136357289
1047	0.3135473668
1048	0.3134248412
1049	0.3132928668
1050	0.3132378322
1051	0.3132035997
1052	0.3130767137
1053	0.3128340415
1054	0.3127578655
1055	0.3127059111
1056	0.3125839482
1057	0.3124981738
1058	0.312242883
1059	0.3121013335
1060	0.3119423782
1061	0.3118514371
1062	0.3117238926
1063	0.3114953463
1064	0.311288084
1065	0.3111253704
1066	0.3109864243
1067	0.3109567348
1068	0.3107168651
1069	0.3105154636
1070	0.3102740855
1071	0.3099736483
1072	0.3098824729
1073	0.3098090388
1074	0.3096781842
1075	0.3095903459
1076	0.3093951129
1077	0.3093138593
1078	0.3091773568
1079	0.3088787135
1080	0.3088275588
1081	0.3087225673
1082	0.3086465772
1083	0.3086219051
1084	0.3084996993
1085	0.3082849805
1086	0.3081450911
1087	0.3080084278
1088	0.3076942308
1089	0.3074881732
1090	0.3071777774
1091	0.307024461
1092	0.306894892
1093	0.30679409
1094	0.3066298076
1095	0.3065333685
1096	0.3064622358
1097	0.3063548477
1098	0.3063089721
1099	0.3061213696
1100	0.305998606
1101	0.3059071346
1102	0.3057679765
1103	0.3057387637
1104	0.3055673401
1105	0.3054451175
1106	0.3054223834
1107	0.3053085444
1108	0.305252826
1109	0.3051638786
1110	0.3050720472
1111	0.3049935596
1112	0.3049484129
1113	0.3048588763
1114	0.3046861347
1115	0.3045764212
1116	0.304444885
1117	0.3043327376
1118	0.3042211804
1119	0.3041562075
1120	0.304046845
1121	0.3039535534
1122	0.3039148628
1123	0.3038157045
1124	0.3036956321
1125	0.3035782419
1126	0.3035140246
1127	0.303465752
1128	0.303353477
1129	0.3032395143
1130	0.3031347152
1131	0.302994427
1132	0.3029280152
1133	0.3028147423
1134	0.3025139088
1135	0.3024227708
1136	0.3023758576
1137	0.3021049341
1138	0.3020444818
1139	0.3020130343
1140	0.3017204734
1141	0.3016804557
1142	0.3016181184
1143	0.3015738898
1144	0.3013078176
1145	0.3012688794
1146	0.3009908186
1147	0.3008987322
1148	0.3006697795
1149	0.3005741999
1150	0.3004588179
1151	0.3003465669
1152	0.3001931265
1153	0.3000308869
1154	0.2999151218
1155	0.2998402002
1156	0.2996804627
1157	0.2994949826
1158	0.2992691445
1159	0.2991236283
1160	0.2989768087
1161	0.2988757867
1162	0.2988277702
1163	0.2987109631
1164	0.2986698478
1165	0.2984465765
1166	0.2981686052
1167	0.2980580946
1168	0.297940769
1169	0.2977016422
1170	0.2976501513
1171	0.2974931897
1172	0.2974282802
1173	0.2972706904
1174	0.2971952121
1175	0.2971188822
1176	0.2970852594
1177	0.2970013707
1178	0.2969773846
1179	0.2968754921
1180	0.2968016471
1181	0.2967444391
1182	0.2965401997
1183	0.2964703005
1184	0.2962844099
1185	0.2961700832
1186	0.2958957781
1187	0.2958274994
1188	0.2957455804
1189	0.2956872354
1190	0.2956067981
1191	0.2955072807
1192	0.2953063399
1193	0.2952224993
1194	0.2951140026
1195	0.2949599227
1196	0.2948169122
1197	0.2947899717
1198	0.2946773496
1199	0.2944911533
1200	0.2943847807
1201	0.2943393187
1202	0.2942470079
1203	0.2941503701
1204	0.2940345329
1205	0.2939347614
1206	0.2939059245
1207	0.2938197984
1208	0.2937748054
1209	0.2936827897
1210	0.2935040142
1211	0.2934536885
1212	0.2932442725
1213	0.2931922968
1214	0.293110355
1215	0.2929772015
1216	0.2928448504
1217	0.2927685735
1218	0.2926625926
1219	0.2926190429
1220	0.2924825537
1221	0.2923908223
1222	0.2922997019
1223	0.2922191679
1224	0.2921533573
1225	0.2919883583
1226	0.2919407334
1227	0.2917985111
1228	0.2917244742
1229	0.2916278133
1230	0.2915489415
1231	0.291468891
1232	0.2912388894
1233	0.2911643333
1234	0.2909779583
1235	0.2908165662
1236	0.2907396466
1237	0.2906240728
1238	0.2904833129
1239	0.2904307669
1240	0.2903105769
1241	0.2901405635
1242	0.2900972464
1243	0.2899763815
1244	0.2898546098
1245	0.2897751012
1246	0.2896705611
1247	0.2895160089
1248	0.2894533745
1249	0.2893064879
1250	0.2892430268
1251	0.2891411901
1252	0.2890418278
1253	0.2889760602
1254	0.2887790871
1255	0.2887208773
1256	0.2885662825
1257	0.2885150333
1258	0.2884348273
1259	0.2883483192
1260	0.2882247724
1261	0.2881435696
1262	0.2880849379
1263	0.2880366865
1264	0.2879529949
1265	0.2879135038
1266	0.2877592538
1267	0.2876586014
1268	0.2875739803
1269	0.2873109661
1270	0.2871512664
1271	0.2870367745
1272	0.2869760379
1273	0.286839372
1274	0.286737462
1275	0.2866425335
1276	0.2865732434
1277	0.2865074292
1278	0.286387707
1279	0.2863524217
1280	0.2862685869
1281	0.2861488812
1282	0.286113523
1283	0.2859886272
1284	0.2858268331
1285	0.285690686
1286	0.2856352343
1287	0.2855809344
1288	0.2855167969
1289	0.2854183074
1290	0.2853007232
1291	0.2852421317
1292	0.2852035108
1293	0.2851465156
1294	0.2850249706
1295	0.2849536356
1296	0.2848319284
1297	0.2847491001
1298	0.2845696713
1299	0.2843181682
1300	0.2842315186
1301	0.2841231921
1302	0.2840554689
1303	0.2839220385
1304	0.2838904979
1305	0.2838349502
1306	0.283798536
1307	0.2837341972
1308	0.2836537518
1309	0.2835276318
1310	0.2834370972
1311	0.2833090888
1312	0.2832802142
1313	0.2831047901
1314	0.2830270852
1315	0.2829258252
1316	0.2828522914
1317	0.282823441
1318	0.2827441003
1319	0.2826771856
1320	0.2825884918
1321	0.2825285883
1322	0.282492536
1323	0.2823963906
1324	0.2823069346
1325	0.2822244188
1326	0.2820509588
1327	0.2819672162
1328	0.2818846214
1329	0.2817456045
1330	0.2817110986
1331	0.2816042398
1332	0.2815338812
1333	0.2813968618
1334	0.281251414
1335	0.281195954
1336	0.2811119485
1337	0.2809980561
1338	0.2809580488
1339	0.2809025168
1340	0.2808140622
1341	0.2807709767
1342	0.2805739131
1343	0.2805449225
1344	0.2804944566
1345	0.2804471325
1346	0.2803074794
1347	0.2801721778
1348	0.280153907
1349	0.2800992938
1350	0.2799701907
1351	0.2798612353
1352	0.2797675417
1353	0.2797266407
1354	0.2796289619
1355	0.2795284389
1356	0.2794069643
1357	0.2793525974
1358	0.2792780055
1359	0.2792215031
1360	0.2791774442
1361	0.2790756254
1362	0.2790559984
1363	0.2788775537
1364	0.2788047889
1365	0.2786738884
1366	0.2785212259
1367	0.278390624
1368	0.2783347502
1369	0.2782969864
1370	0.2780767316
1371	0.2779659704
1372	0.2778862871
1373	0.2778518424
1374	0.2777429832
1375	0.2777031579
1376	0.2776487926
1377	0.2775423692
1378	0.2774836264
1379	0.2774274385
1380	0.2773298343
1381	0.2772145719
1382	0.277134441
1383	0.2770963506
1384	0.2769265105
1385	0.2768311629
1386	0.2768104676
1387	0.2767452709
1388	0.2767013587
1389	0.276673746
1390	0.2765534007
1391	0.2764894766
1392	0.2763773326
1393	0.2762742591
1394	0.2761624164
1395	0.2761366397
1396	0.2760019957
1397	0.2759096048
1398	0.2757948563
1399	0.2757670319
1400	0.2756604276
1401	0.2755403354
1402	0.275460627
1403	0.2753731528
1404	0.2752509213
1405	0.2751489811
1406	0.2750538199
1407	0.2749589871
1408	0.2748937589
1409	0.2747508995
1410	0.2746602171
1411	0.2745512109
1412	0.2744985165
1413	0.274344372
1414	0.2742520576
1415	0.274173036
1416	0.2740601727
1417	0.2739246779
1418	0.2738504078
1419	0.2738130358
1420	0.2736732426
1421	0.2735890402
1422	0.2735404741
1423	0.2735039955
1424	0.2733914725
1425	0.2733522205
1426	0.2732200577
1427	0.2730907999
1428	0.2729797611
1429	0.2728869716
1430	0.2728522541
1431	0.2728422748
1432	0.2727049723
1433	0.2725627983
1434	0.2725314707
1435	0.2724685722
1436	0.2724255611
1437	0.2723589894
1438	0.2723097885
1439	0.2722446172
1440	0.2722196552
1441	0.2721406606
1442	0.2720595249
1443	0.2719689726
1444	0.2718761035
1445	0.2718135743
1446	0.271580146
1447	0.2715154657
1448	0.2714247773
1449	0.2713447556
1450	0.2712125116
1451	0.2711051548
1452	0.2710425167
1453	0.271021146
1454	0.2709719953
1455	0.2707986479
1456	0.2707771494
1457	0.2707362964
1458	0.2706189032
1459	0.2705352062
1460	0.2704100497
1461	0.2702921517
1462	0.2701700546
1463	0.2700791375
1464	0.2699655061
1465	0.2698135556
1466	0.2696940086
1467	0.2696403027
1468	0.2694651581
1469	0.2694184639
1470	0.2693404198
1471	0.2692868209
1472	0.2692179785
1473	0.2690971809
1474	0.268987135
1475	0.268957875
1476	0.2688622623
1477	0.2688183939
1478	0.2687912897
1479	0.2687600232
1480	0.2687135799
1481	0.2686701796
1482	0.2685797029
1483	0.2684478428
1484	0.2684340095
1485	0.2683456197
1486	0.2682960234
1487	0.2682041136
1488	0.268123532
1489	0.2679281311
1490	0.2678815183
1491	0.2677458497
1492	0.2676311733
1493	0.2675622292
1494	0.2674756893
1495	0.2674352573
1496	0.2673319627
1497	0.2673112043
1498	0.2672497931
1499	0.2672150182
1500	0.2671591858
1501	0.2671316004
1502	0.2670442169
1503	0.2668633412
1504	0.2667526065
1505	0.2667087985
1506	0.2666269054
1507	0.2665140028
1508	0.2664701995
1509	0.2664382304
1510	0.266368739
1511	0.266273021
